,n_expt,id,phant_id,tum_rad,tum_shape,tum_x,tum_y,tum_z,birads,adi_ref_id,emp_ref_id,date,n_session,ant_rad,ant_z,fib_ang,adi_x,adi_y,fib_ref_id,fib_x,fib_y,tum_in_fib
30,3,31,A13F12,,,,,,3.0,,34.0,2019-09-07,5.0,21.0,-6.51,-15.0,-1.0,0.0,,0.0,0.0,
31,4,32,A13F12,,,,,,3.0,,34.0,2019-09-07,5.0,21.0,-6.51,-30.0,-1.0,0.0,,0.0,0.0,
32,5,33,A13F12,,,,,,3.0,,34.0,2019-09-07,5.0,21.0,-6.51,30.0,1.0,0.0,,0.0,0.0,
33,6,34,,,,,,,,,,2019-09-07,5.0,21.0,-6.51,,,,,,,
34,7,35,A13F12,,,,,,3.0,,34.0,2019-09-07,5.0,21.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
35,8,36,A13F12,,,,,,3.0,,34.0,2019-09-07,5.0,21.0,-6.51,195.0,0.5,0.0,,0.0,0.0,
36,1,37,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
37,2,38,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,15.0,0.0,-0.5,,0.0,0.0,
38,3,39,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,-15.0,1.0,-0.5,,0.0,0.0,
39,4,40,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,30.0,1.0,-0.5,,0.0,0.0,
40,5,41,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,-30.0,-0.5,-0.5,,0.0,0.0,
41,6,42,,,,,,,,,,2019-09-07,6.0,22.0,-6.51,,,,,,,
42,7,43,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,180.0,-0.5,0.0,,0.0,0.0,
43,8,44,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,195.0,-0.5,0.5,,0.0,0.0,
44,9,45,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,165.0,-0.5,0.5,,0.0,0.0,
45,10,46,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,150.0,1.0,0.0,,0.0,0.0,
46,11,47,A14F14,,,,,,4.0,,42.0,2019-09-07,6.0,22.0,-6.51,210.0,1.0,0.0,,0.0,0.0,
47,1,48,A14F14,,,,,,4.0,,52.0,2019-09-07,7.0,22.0,-6.51,0.0,0.0,0.0,,0.0,1.0,
48,2,49,A14F14,,,,,,4.0,,52.0,2019-09-07,7.0,22.0,-6.51,-15.0,0.0,0.5,,0.0,-0.5,
49,3,50,A14F14,,,,,,4.0,,52.0,2019-09-07,7.0,22.0,-6.51,15.0,0.0,0.5,,0.0,0.5,
50,4,51,A14F14,,,,,,4.0,,52.0,2019-09-07,7.0,22.0,-6.51,180.0,0.5,0.0,,0.0,-1.0,
51,5,52,,,,,,,,,,2019-09-07,7.0,22.0,-6.51,,,,,,,
52,1,53,A14F13,,,,,,3.0,,58.0,2019-09-09,8.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
53,2,54,A14F13,,,,,,3.0,,58.0,2019-09-09,8.0,22.0,-6.51,45.0,0.0,-0.5,,0.0,0.0,
54,3,55,A14F13,,,,,,3.0,,58.0,2019-09-09,8.0,22.0,-6.51,-45.0,0.5,-0.5,,0.0,0.0,
55,4,56,A14F13,,,,,,3.0,,58.0,2019-09-09,8.0,22.0,-6.51,180.0,-1.0,0.0,,0.0,0.0,
56,5,57,A14F13,,,,,,3.0,,58.0,2019-09-09,8.0,22.0,-6.51,90.0,0.0,0.0,,0.0,0.0,
57,6,58,,,,,,,,,,2019-09-09,8.0,22.0,-6.51,,,,,,,
58,7,59,A14F13,,,,,,3.0,,58.0,2019-09-09,8.0,22.0,-6.51,0.0,0.0,0.0,,-0.5,0.0,
59,8,60,A14F13,,,,,,3.0,,58.0,2019-09-09,8.0,22.0,-6.51,180.0,0.0,0.0,,0.0,-1.0,
60,1,61,A14F12,,,,,,3.0,,66.0,2019-09-09,9.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
61,2,62,A14F12,,,,,,3.0,,66.0,2019-09-09,9.0,22.0,-6.51,15.0,1.0,0.0,,0.0,0.0,
62,3,63,A14F12,,,,,,3.0,,66.0,2019-09-09,9.0,22.0,-6.51,-15.0,0.0,0.0,,0.0,1.0,
63,4,64,A14F12,,,,,,3.0,,66.0,2019-09-09,9.0,22.0,-6.51,90.0,0.0,-0.5,,0.0,-1.0,
64,5,65,A14F12,,,,,,3.0,,66.0,2019-09-09,9.0,22.0,-6.51,-90.0,0.0,-0.5,,-0.5,0.5,
65,6,66,,,,,,,,,,2019-09-09,9.0,22.0,-6.51,,,,,,,
66,7,67,A14F12,,,,,,3.0,,66.0,2019-09-09,9.0,22.0,-6.51,0.0,0.5,0.0,,0.0,0.5,
67,8,68,A14F12,,,,,,3.0,,66.0,2019-09-09,9.0,22.0,-6.51,180.0,0.5,0.0,,0.0,-1.5,
68,1,69,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
69,2,70,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,15.0,1.0,0.0,,0.0,0.0,
70,3,71,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,-15.0,0.0,0.5,,0.0,0.0,
71,4,72,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,-45.0,-0.5,-0.5,,0.0,0.0,
72,5,73,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,30.0,0.0,0.0,,0.0,-1.0,
73,6,74,,,,,,,,,,2019-09-09,10.0,22.0,-6.51,,,,,,,
74,7,75,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,180.0,0.0,1.0,,0.0,0.0,
75,8,76,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,195.0,-0.5,0.0,,0.0,0.0,
76,9,77,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,165.0,-0.5,0.5,,0.0,0.0,
77,10,78,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,150.0,0.0,0.0,,0.0,0.0,
78,11,79,A11F11,,,,,,3.0,,74.0,2019-09-09,10.0,22.0,-6.51,195.0,0.5,-0.5,,0.0,0.0,
79,1,80,A11F11,,,,,,3.0,,82.0,2019-09-09,11.0,22.0,-6.51,0.0,0.5,-0.5,,0.0,-1.0,
80,2,81,A11F11,,,,,,3.0,,82.0,2019-09-09,11.0,22.0,-6.51,15.0,0.5,0.0,,0.0,1.0,
81,3,82,,,,,,,,,,2019-09-09,11.0,22.0,-6.51,,,,,,,
82,4,83,A11F11,,,,,,3.0,,82.0,2019-09-09,11.0,22.0,-6.51,180.0,0.0,-0.5,,0.0,-1.0,
83,5,84,A11F11,,,,,,3.0,,82.0,2019-09-09,11.0,22.0,-6.51,195.0,0.0,-0.5,,0.0,1.0,
84,1,85,A13F11,,,,,,2.0,,88.0,2019-09-09,12.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
85,2,86,A13F11,,,,,,2.0,,88.0,2019-09-09,12.0,22.0,-6.51,30.0,0.5,0.0,,0.0,-1.0,
86,3,87,A13F11,,,,,,2.0,,88.0,2019-09-09,12.0,22.0,-6.51,-15.0,-0.5,0.0,,0.5,0.0,
87,4,88,,,,,,,,,,,,22.0,-6.51,,,,,,,
88,5,89,A13F11,,,,,,2.0,,88.0,2019-09-09,12.0,22.0,-6.51,90.0,0.5,-0.5,,0.0,0.0,
89,6,90,A13F11,,,,,,2.0,,88.0,2019-09-09,12.0,22.0,-6.51,45.0,0.0,-0.5,,0.0,0.0,
90,1,91,A14F11,,,,,,2.0,,93.0,2019-09-09,13.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
91,2,92,A14F11,,,,,,2.0,,93.0,2019-09-09,13.0,22.0,-6.51,180.0,0.0,-0.5,,0.0,1.0,
92,3,93,,,,,,,,,,2019-09-09,13.0,22.0,-6.51,,,,,,,
93,4,94,A14F11,,,,,,2.0,,93.0,2019-09-09,13.0,22.0,-6.51,90.0,0.0,0.0,,0.0,-2.0,
94,5,95,A14F11,,,,,,2.0,,93.0,2019-09-09,13.0,22.0,-6.51,45.0,0.0,0.5,,0.0,0.0,
95,1,96,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
96,2,97,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,-15.0,0.0,0.5,,0.0,0.0,
97,3,98,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,15.0,0.5,0.0,,0.0,0.0,
98,4,99,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,30.0,0.0,1.0,,0.0,0.0,
99,5,100,,,,,,,,,,2019-09-10,14.0,21.0,-6.51,,,,,,,
100,6,101,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,180.0,0.0,-0.5,,0.0,0.0,
101,7,102,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,180.0,0.0,0.5,,0.0,-0.5,
102,8,103,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,195.0,0.5,-0.5,,0.0,0.0,
103,9,104,A1F11,,,,,,4.0,,100.0,2019-09-10,14.0,21.0,-6.51,150.0,-0.5,0.0,,0.0,0.0,
104,1,105,A1F11,1.5,sphere,0.0,-0.75,-6.5,4.0,109.0,110.0,2019-09-10,15.0,21.0,-6.51,0.0,0.0,0.0,,0.0,0.0,0.0
105,2,106,A1F11,1.5,sphere,-0.75,0.75,-6.5,4.0,109.0,110.0,2019-09-10,15.0,21.0,-6.51,180.0,0.0,0.0,,0.0,0.0,0.0
106,3,107,A1F11,1.0,sphere,-2.0,-1.5,-6.7,4.0,109.0,110.0,2019-09-10,15.0,21.0,-6.51,165.0,0.0,0.0,,0.5,1.0,0.0
107,4,108,A1F11,1.0,sphere,0.0,-2.5,-6.7,4.0,109.0,110.0,2019-09-10,15.0,21.0,-6.51,0.0,0.0,0.0,,0.0,-1.0,0.0
108,5,109,A1,,,,,,,,110.0,2019-09-10,15.0,21.0,-6.51,,0.0,0.0,,,,
109,6,110,,,,,,,,,,2019-09-10,15.0,21.0,-6.51,,,,,,,
110,7,111,A1F11,1.5,sphere,1.0,-1.75,-6.5,4.0,115.0,110.0,2019-09-10,15.0,21.0,-6.51,-15.0,0.0,-1.0,,0.0,0.0,0.0
111,8,112,A1F11,1.0,sphere,-2.25,-3.0,-6.7,4.0,115.0,110.0,2019-09-10,15.0,21.0,-6.51,0.0,0.0,-1.0,,1.0,0.0,0.0
112,9,113,A1F11,0.5,sphere,-1.5,-2.5,-6.7,4.0,115.0,110.0,2019-09-10,15.0,21.0,-6.51,0.0,0.0,-1.0,,0.0,0.0,0.0
113,10,114,A1F11,0.5,sphere,-2.0,-1.25,-6.7,4.0,115.0,110.0,2019-09-10,15.0,21.0,-6.51,180.0,0.0,-1.0,,0.0,0.0,0.0
114,11,115,A1,,,,,,,,110.0,2019-09-10,15.0,21.0,-6.51,,0.0,-1.0,,,,
115,1,116,A13F14,1.5,sphere,0.75,2.0,-5.5,4.0,121.0,122.0,2019-09-10,16.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,1.0
116,2,117,A13F14,1.5,sphere,0.0,2.75,-5.5,4.0,121.0,122.0,2019-09-10,16.0,22.0,-6.51,15.0,0.0,0.0,,-0.25,1.5,1.0
117,3,118,A13F14,1.0,sphere,-2.25,-2.25,-6.5,4.0,121.0,122.0,2019-09-10,16.0,22.0,-6.51,180.0,0.0,0.0,,1.0,0.0,0.0
118,4,119,A13F14,1.0,sphere,0.75,-1.75,-5.5,4.0,121.0,122.0,2019-09-10,16.0,22.0,-6.51,165.0,0.0,0.0,,0.0,0.0,1.0
119,5,120,A13F14,0.5,sphere,-2.25,-2.25,-6.7,4.0,121.0,122.0,2019-09-10,16.0,22.0,-6.51,-15.0,0.0,0.0,,0.0,0.0,0.0
120,6,121,A13,,,,,,,,122.0,2019-09-10,16.0,22.0,-6.51,,0.0,0.0,,,,
121,7,122,,,,,,,,,,2019-09-10,16.0,22.0,-6.51,,,,,,,
122,8,123,A13F14,1.5,sphere,-2.25,-2.25,-6.5,4.0,128.0,122.0,2019-09-10,16.0,22.0,-6.51,-15.0,-0.5,-0.5,,0.0,1.75,0.0
123,9,124,A13F14,1.0,sphere,-2.25,-3.75,-6.7,4.0,128.0,122.0,2019-09-10,16.0,22.0,-6.51,-15.0,-0.5,-0.5,,0.0,1.75,0.0
124,10,125,A13F14,0.5,sphere,-2.25,-3.75,-6.7,4.0,128.0,122.0,2019-09-10,16.0,22.0,-6.51,-15.0,-0.5,-0.5,,0.0,1.75,0.0
125,11,126,A13F14,0.5,sphere,0.75,-0.75,-5.5,4.0,128.0,122.0,2019-09-10,16.0,22.0,-6.51,0.0,-0.5,-0.5,,0.0,0.0,1.0
126,12,127,A13F14,0.5,sphere,-3.75,-0.75,-6.7,4.0,128.0,122.0,2019-09-10,16.0,22.0,-6.51,0.0,-0.5,-0.5,,0.0,0.0,0.0
127,13,128,A13,,,,,,,,122.0,2019-09-10,16.0,22.0,-6.51,,-0.5,-0.5,,,,
128,1,129,,,,,,,,,,2019-09-10,17.0,22.0,-6.51,,,,,,,
129,2,130,A13F14,1.5,sphere,0.75,-0.75,-5.5,4.0,134.0,129.0,2019-09-10,17.0,22.0,-6.51,180.0,0.5,0.0,,0.0,0.0,1.0
130,3,131,A13F14,1.5,sphere,2.25,-2.25,-6.5,4.0,134.0,129.0,2019-09-10,17.0,22.0,-6.51,195.0,0.5,0.0,,0.0,1.5,0.0
131,4,132,A13F14,1.0,sphere,2.25,-2.25,-6.7,4.0,134.0,129.0,2019-09-10,17.0,22.0,-6.51,195.0,0.5,0.0,,0.0,1.5,0.0
132,5,133,A13F14,1.0,sphere,-0.75,3.75,-5.5,4.0,134.0,129.0,2019-09-10,17.0,22.0,-6.51,195.0,0.5,0.0,,0.0,1.5,1.0
133,6,134,A13,,,,,,,,129.0,2019-09-10,17.0,22.0,-6.51,,0.5,0.0,,,,
134,1,135,A11F4,,,,,,4.0,,139.0,2019-09-17,18.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
135,2,136,A11F4,,,,,,4.0,,139.0,2019-09-17,18.0,22.0,-6.51,15.0,0.5,0.0,,0.0,0.0,
136,3,137,A11F4,,,,,,4.0,,139.0,2019-09-17,18.0,22.0,-6.51,-15.0,0.0,0.5,,0.0,-0.5,
137,4,138,A11F4,,,,,,4.0,,139.0,2019-09-17,18.0,22.0,-6.51,180.0,-0.5,0.0,,0.0,-1.0,
138,5,139,,,,,,,,,,2019-09-17,18.0,22.0,-6.51,,,,,,,
139,6,140,A14F4,,,,,,2.0,,139.0,2019-09-17,18.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
140,7,141,A14F4,,,,,,2.0,,139.0,2019-09-17,18.0,22.0,-6.51,15.0,0.5,-0.5,,0.0,0.0,
141,8,142,A14F4,,,,,,2.0,,139.0,2019-09-17,18.0,22.0,-6.51,-30.0,0.0,0.5,,0.0,0.0,
142,9,143,A14F4,,,,,,2.0,,139.0,2019-09-17,18.0,22.0,-6.51,180.0,0.0,0.5,,-1.0,-1.0,
143,1,144,A13F4,,,,,,3.0,,148.0,2019-09-17,19.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
144,2,145,A13F4,,,,,,3.0,,148.0,2019-09-17,19.0,22.0,-6.51,15.0,0.5,0.5,,0.0,0.0,
145,3,146,A13F4,,,,,,3.0,,148.0,2019-09-17,19.0,22.0,-6.51,-15.0,0.0,0.0,,0.0,1.0,
146,4,147,A13F4,,,,,,3.0,,148.0,2019-09-17,19.0,22.0,-6.51,30.0,0.5,-0.5,,0.0,0.0,
147,5,148,,,,,,,,,,2019-09-17,19.0,22.0,-6.51,,,,,,,
148,6,149,A13F4,,,,,,3.0,,148.0,2019-09-17,19.0,22.0,-6.51,180.0,0.0,0.0,,-0.5,0.0,
149,7,150,A13F4,,,,,,3.0,,148.0,2019-09-17,19.0,22.0,-6.51,195.0,0.0,0.5,,0.0,0.0,
150,8,151,A13F4,,,,,,3.0,,148.0,2019-09-17,19.0,22.0,-6.51,210.0,0.0,-0.5,,0.0,0.0,
151,1,152,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
152,2,153,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,0.0,0.0,,0.0,0.5,
153,3,154,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,0.0,-1.0,,0.0,0.0,
154,4,155,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,0.0,1.0,,0.0,0.0,
155,5,156,,,,,,,,,,2019-09-17,20.0,21.0,-6.51,,,,,,,
156,6,157,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,1.0,0.0,,0.0,0.0,
157,7,158,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,-1.0,0.0,,0.0,0.0,
158,8,159,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,1.0,-1.0,,0.0,0.0,
159,9,160,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,-1.0,1.0,,0.0,0.0,
160,10,161,A1F4,,,,,,4.0,,156.0,2019-09-17,20.0,21.0,-6.51,0.0,0.5,0.5,,0.0,0.0,
161,1,162,A11F4,1.5,sphere,0.0,1.25,-3.2,4.0,166.0,167.0,2019-09-17,21.0,21.0,-6.51,0.0,0.0,0.0,,0.0,0.0,1.0
162,2,163,A11F4,1.5,sphere,0.75,-3.5,-6.5,4.0,166.0,167.0,2019-09-17,21.0,21.0,-6.51,0.0,0.0,0.0,,0.0,1.0,0.0
163,3,164,A11F4,1.0,sphere,0.75,-3.75,-6.7,4.0,166.0,167.0,2019-09-17,21.0,21.0,-6.51,15.0,0.0,0.0,,0.0,1.0,0.0
164,4,165,A11F4,0.5,sphere,0.75,-3.75,-6.7,4.0,166.0,167.0,2019-09-17,21.0,21.0,-6.51,,0.0,0.0,,0.0,1.0,0.0
165,5,166,A11,,,,,,,,167.0,2019-09-17,21.0,21.0,-6.51,,0.0,0.0,,,,
166,6,167,,,,,,,,,,2019-09-17,21.0,21.0,-6.51,,,,,,,
167,1,168,A14F4,1.5,sphere,2.25,-2.25,-6.5,2.0,172.0,173.0,2019-09-19,22.0,22.0,-6.51,0.0,0.0,0.0,,-1.0,0.0,
168,2,169,A14F4,1.0,sphere,2.25,-3.75,-6.7,2.0,172.0,173.0,2019-09-19,22.0,22.0,-6.51,0.0,0.0,0.0,,0.0,1.0,
169,3,170,A14F4,1.0,sphere,2.25,-0.75,-6.7,2.0,172.0,173.0,2019-09-19,22.0,22.0,-6.51,15.0,0.0,0.0,,0.0,0.0,
170,4,171,A14F4,0.5,sphere,-2.25,-0.75,-6.7,2.0,172.0,173.0,2019-09-19,22.0,22.0,-6.51,195.0,0.0,0.0,,0.0,0.0,
171,5,172,A14,,,,,,,,173.0,2019-09-19,22.0,22.0,-6.51,,0.0,0.0,,,,
172,6,173,,,,,,,,,,2019-09-19,22.0,22.0,-6.51,,,,,,,
173,1,174,A11F11,1.5,sphere,0.75,-3.75,-6.5,3.0,177.0,178.0,2019-09-20,23.0,21.0,-6.51,0.0,0.5,0.0,,-0.5,1.0,0.0
174,2,175,A11F11,1.0,sphere,0.75,-3.75,-6.7,3.0,177.0,178.0,2019-09-20,23.0,21.0,-6.51,0.0,0.5,0.0,,-0.5,1.0,0.0
175,3,176,A11F11,1.0,sphere,-0.75,-3.75,-6.7,3.0,177.0,178.0,2019-09-20,23.0,21.0,-6.51,-45.0,0.5,0.0,,0.0,0.0,0.0
176,4,177,A11,,,,,,,,178.0,2019-09-20,23.0,21.0,-6.51,,0.5,0.0,,,,
177,5,178,,,,,,,,,,2019-09-20,23.0,21.0,-6.51,,,,,,,
178,6,179,A11F11,0.5,sphere,-2.25,-2.25,-6.7,3.0,182.0,178.0,2019-09-20,23.0,21.0,-6.51,180.0,0.0,0.5,,0.0,1.0,
179,7,180,A11F11,0.5,sphere,0.75,-3.75,-6.7,3.0,182.0,178.0,2019-09-20,23.0,21.0,-6.51,195.0,0.0,0.5,,0.0,0.0,
180,8,181,A11F11,0.5,sphere,2.25,-2.25,-6.7,3.0,182.0,178.0,2019-09-20,23.0,21.0,-6.51,210.0,0.0,0.5,,0.0,0.0,
181,9,182,A11,,,,,,,,178.0,2019-09-20,23.0,21.0,-6.51,,0.0,0.5,,,,
182,1,183,A2F1,1.5,sphere,-2.25,2.25,-6.5,1.0,186.0,187.0,2019-09-27,24.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,0.0
183,2,184,A2F1,1.0,sphere,-2.25,2.25,-6.7,1.0,186.0,187.0,2019-09-27,24.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,0.0
184,3,185,A2F1,0.5,sphere,-2.25,2.25,-6.7,1.0,186.0,187.0,2019-09-27,24.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,0.0
185,4,186,A2,,,,,,,,187.0,2019-09-27,24.0,22.0,-6.51,,0.0,0.0,,,,
186,5,187,,,,,,,,,,2019-09-27,24.0,22.0,-6.51,,,,,,,
187,1,188,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
188,2,189,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,45.0,0.0,0.5,,0.0,0.0,
189,3,190,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,90.0,0.0,0.0,,-2.0,-1.0,
190,4,191,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,-45.0,0.5,0.0,,0.0,1.5,
191,5,192,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,-90.0,0.0,-0.5,,0.0,2.0,
192,6,193,,,,,,,,,,2019-09-27,25.0,22.0,-6.51,,,,,,,
193,7,194,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,0.0,-0.5,0.0,,0.0,0.0,
194,8,195,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,180.0,0.5,0.0,,-0.5,-1.0,
195,9,196,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,210.0,0.0,1.0,,0.0,0.0,
196,10,197,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,165.0,0.5,0.5,,0.0,0.0,
197,11,198,A2F1,,,,,,1.0,,193.0,2019-09-27,25.0,22.0,-6.51,15.0,-0.5,-0.5,,0.0,0.0,
198,1,199,A2F1,,,,,,1.0,,201.0,2019-09-27,26.0,22.0,-6.51,30.0,0.0,0.0,,-2.0,0.0,
199,2,200,A2F1,,,,,,1.0,,201.0,2019-09-27,26.0,22.0,-6.51,-30.0,0.5,0.0,,0.0,1.0,
200,3,201,,,,,,,,,,2019-09-27,26.0,22.0,-6.51,,,,,,,
201,4,202,A2F1,,,,,,1.0,,201.0,2019-09-27,26.0,22.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
