,n_expt,id,phant_id,tum_rad,tum_shape,tum_x,tum_y,tum_z,birads,adi_ref_id,emp_ref_id,date,n_session,ant_rad,ant_z,fib_ang,adi_x,adi_y,fib_ref_id,fib_x,fib_y,tum_in_fib
21,11,22,A13F14,,,,,,4,,17,07/09/2019,2,21,-6.51,0,0.5,0,,0,-1,
22,2,23,A13F14,,,,,,4,,26,07/09/2019,3,21,-6.51,15,0.5,0,,0,-1,
23,3,24,A13F14,,,,,,4,,26,07/09/2019,3,21,-6.51,165,-1,0,,0,-1,
24,4,25,A13F14,,,,,,4,,26,07/09/2019,3,21,-6.51,195,-1,0,,0,1,
25,5,26,,,,,,,,,,07/09/2019,3,21,-6.51,,,,,,,
26,1,27,A13F14,,,,,,4,,28,07/09/2019,4,21,-6.51,-15,0.5,0,,0,1,
27,2,28,,,,,,,,,,07/09/2019,4,21,-6.51,,,,,,,
28,1,29,A13F12,,,,,,3,,34,07/09/2019,5,21,-6.51,0,0,0,,0,0,
29,2,30,A13F12,,,,,,3,,34,07/09/2019,5,21,-6.51,15,0,-0.5,,0,0,
30,3,31,A13F12,,,,,,3,,34,07/09/2019,5,21,-6.51,-15,-1,0,,0,0,
31,4,32,A13F12,,,,,,3,,34,07/09/2019,5,21,-6.51,-30,-1,0,,0,0,
32,5,33,A13F12,,,,,,3,,34,07/09/2019,5,21,-6.51,30,1,0,,0,0,
33,6,34,,,,,,,,,,07/09/2019,5,21,-6.51,,,,,,,
34,7,35,A13F12,,,,,,3,,34,07/09/2019,5,21,-6.51,180,0,0,,0,0,
35,8,36,A13F12,,,,,,3,,34,07/09/2019,5,21,-6.51,195,0.5,0,,0,0,
36,1,37,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,0,0,0,,0,0,
37,2,38,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,15,0,-0.5,,0,0,
38,3,39,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,-15,1,-0.5,,0,0,
39,4,40,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,30,1,-0.5,,0,0,
40,5,41,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,-30,-0.5,-0.5,,0,0,
41,6,42,,,,,,,,,,07/09/2019,6,22,-6.51,,,,,,,
42,7,43,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,180,-0.5,0,,0,0,
43,8,44,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,195,-0.5,0.5,,0,0,
44,9,45,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,165,-0.5,0.5,,0,0,
45,10,46,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,150,1,0,,0,0,
46,11,47,A14F14,,,,,,4,,42,07/09/2019,6,22,-6.51,210,1,0,,0,0,
47,1,48,A14F14,,,,,,4,,52,07/09/2019,7,22,-6.51,0,0,0,,0,1,
48,2,49,A14F14,,,,,,4,,52,07/09/2019,7,22,-6.51,-15,0,0.5,,0,-0.5,
49,3,50,A14F14,,,,,,4,,52,07/09/2019,7,22,-6.51,15,0,0.5,,0,0.5,
50,4,51,A14F14,,,,,,4,,52,07/09/2019,7,22,-6.51,180,0.5,0,,0,-1,
51,5,52,,,,,,,,,,07/09/2019,7,22,-6.51,,,,,,,
52,1,53,A14F13,,,,,,3,,58,09/09/2019,8,22,-6.51,0,0,0,,0,0,
53,2,54,A14F13,,,,,,3,,58,09/09/2019,8,22,-6.51,45,0,-0.5,,0,0,
54,3,55,A14F13,,,,,,3,,58,09/09/2019,8,22,-6.51,-45,0.5,-0.5,,0,0,
55,4,56,A14F13,,,,,,3,,58,09/09/2019,8,22,-6.51,180,-1,0,,0,0,
56,5,57,A14F13,,,,,,3,,58,09/09/2019,8,22,-6.51,90,0,0,,0,0,
57,6,58,,,,,,,,,,09/09/2019,8,22,-6.51,,,,,,,
58,7,59,A14F13,,,,,,3,,58,09/09/2019,8,22,-6.51,0,0,0,,-0.5,0,
59,8,60,A14F13,,,,,,3,,58,09/09/2019,8,22,-6.51,180,0,0,,0,-1,
60,1,61,A14F12,,,,,,3,,66,09/09/2019,9,22,-6.51,0,0,0,,0,0,
61,2,62,A14F12,,,,,,3,,66,09/09/2019,9,22,-6.51,15,1,0,,0,0,
62,3,63,A14F12,,,,,,3,,66,09/09/2019,9,22,-6.51,-15,0,0,,0,1,
63,4,64,A14F12,,,,,,3,,66,09/09/2019,9,22,-6.51,90,0,-0.5,,0,-1,
64,5,65,A14F12,,,,,,3,,66,09/09/2019,9,22,-6.51,-90,0,-0.5,,-0.5,0.5,
65,6,66,,,,,,,,,,09/09/2019,9,22,-6.51,,,,,,,
66,7,67,A14F12,,,,,,3,,66,09/09/2019,9,22,-6.51,0,0.5,0,,0,0.5,
67,8,68,A14F12,,,,,,3,,66,09/09/2019,9,22,-6.51,180,0.5,0,,0,-1.5,
68,1,69,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,0,0,0,,0,0,
69,2,70,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,15,1,0,,0,0,
70,3,71,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,-15,0,0.5,,0,0,
71,4,72,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,-45,-0.5,-0.5,,0,0,
72,5,73,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,30,0,0,,0,-1,
73,6,74,,,,,,,,,,09/09/2019,10,22,-6.51,,,,,,,
74,7,75,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,180,0,1,,0,0,
75,8,76,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,195,-0.5,0,,0,0,
76,9,77,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,165,-0.5,0.5,,0,0,
77,10,78,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,150,0,0,,0,0,
78,11,79,A11F11,,,,,,3,,74,09/09/2019,10,22,-6.51,195,0.5,-0.5,,0,0,
79,1,80,A11F11,,,,,,3,,82,09/09/2019,11,22,-6.51,0,0.5,-0.5,,0,-1,
80,2,81,A11F11,,,,,,3,,82,09/09/2019,11,22,-6.51,15,0.5,0,,0,1,
81,3,82,,,,,,,,,,09/09/2019,11,22,-6.51,,,,,,,
82,4,83,A11F11,,,,,,3,,82,09/09/2019,11,22,-6.51,180,0,-0.5,,0,-1,
83,5,84,A11F11,,,,,,3,,82,09/09/2019,11,22,-6.51,195,0,-0.5,,0,1,
84,1,85,A13F11,,,,,,2,,88,09/09/2019,12,22,-6.51,0,0,0,,0,0,
85,2,86,A13F11,,,,,,2,,88,09/09/2019,12,22,-6.51,30,0.5,0,,0,-1,
86,3,87,A13F11,,,,,,2,,88,09/09/2019,12,22,-6.51,-15,-0.5,0,,0.5,0,
87,4,88,,,,,,,,,,,,22,-6.51,,,,,,,
88,5,89,A13F11,,,,,,2,,88,09/09/2019,12,22,-6.51,90,0.5,-0.5,,0,0,
89,6,90,A13F11,,,,,,2,,88,09/09/2019,12,22,-6.51,45,0,-0.5,,0,0,
90,1,91,A14F11,,,,,,2,,93,09/09/2019,13,22,-6.51,0,0,0,,0,0,
91,2,92,A14F11,,,,,,2,,93,09/09/2019,13,22,-6.51,180,0,-0.5,,0,1,
92,3,93,,,,,,,,,,09/09/2019,13,22,-6.51,,,,,,,
93,4,94,A14F11,,,,,,2,,93,09/09/2019,13,22,-6.51,90,0,0,,0,-2,
94,5,95,A14F11,,,,,,2,,93,09/09/2019,13,22,-6.51,45,0,0.5,,0,0,
95,1,96,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,0,0,0,,0,0,
96,2,97,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,-15,0,0.5,,0,0,
97,3,98,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,15,0.5,0,,0,0,
98,4,99,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,30,0,1,,0,0,
99,5,100,,,,,,,,,,10/09/2019,14,21,-6.51,,,,,,,
100,6,101,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,180,0,-0.5,,0,0,
101,7,102,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,180,0,0.5,,0,-0.5,
102,8,103,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,195,0.5,-0.5,,0,0,
103,9,104,A1F11,,,,,,4,,100,10/09/2019,14,21,-6.51,150,-0.5,0,,0,0,
104,1,105,A1F11,1.5,sphere,0,-0.75,-6.5,4,109,110,10/09/2019,15,21,-6.51,0,0,0,,0,0,0
105,2,106,A1F11,1.5,sphere,-0.75,0.75,-6.5,4,109,110,10/09/2019,15,21,-6.51,180,0,0,,0,0,0
106,3,107,A1F11,1,sphere,-2,-1.5,-6.7,4,109,110,10/09/2019,15,21,-6.51,165,0,0,,0.5,1,0
107,4,108,A1F11,1,sphere,0,-2.5,-6.7,4,109,110,10/09/2019,15,21,-6.51,0,0,0,,0,-1,0
108,5,109,A1,,,,,,,,110,10/09/2019,15,21,-6.51,,0,0,,,,
109,6,110,,,,,,,,,,10/09/2019,15,21,-6.51,,,,,,,
110,7,111,A1F11,1.5,sphere,1,-1.75,-6.5,4,115,110,10/09/2019,15,21,-6.51,-15,0,-1,,0,0,0
111,8,112,A1F11,1,sphere,-2.25,-3,-6.7,4,115,110,10/09/2019,15,21,-6.51,0,0,-1,,1,0,0
112,9,113,A1F11,0.5,sphere,-1.5,-2.5,-6.7,4,115,110,10/09/2019,15,21,-6.51,0,0,-1,,0,0,0
113,10,114,A1F11,0.5,sphere,-2,-1.25,-6.7,4,115,110,10/09/2019,15,21,-6.51,180,0,-1,,0,0,0
114,11,115,A1,,,,,,,,110,10/09/2019,15,21,-6.51,,0,-1,,,,
115,1,116,A13F14,1.5,sphere,0.75,2,-5.5,4,121,122,10/09/2019,16,22,-6.51,0,0,0,,0,0,1
116,2,117,A13F14,1.5,sphere,0,2.75,-5.5,4,121,122,10/09/2019,16,22,-6.51,15,0,0,,-0.25,1.5,1
117,3,118,A13F14,1,sphere,-2.25,-2.25,-6.5,4,121,122,10/09/2019,16,22,-6.51,180,0,0,,1,0,0
118,4,119,A13F14,1,sphere,0.75,-1.75,-5.5,4,121,122,10/09/2019,16,22,-6.51,165,0,0,,0,0,1
119,5,120,A13F14,0.5,sphere,-2.25,-2.25,-6.7,4,121,122,10/09/2019,16,22,-6.51,-15,0,0,,0,0,0
120,6,121,A13,,,,,,,,122,10/09/2019,16,22,-6.51,,0,0,,,,
121,7,122,,,,,,,,,,10/09/2019,16,22,-6.51,,,,,,,
122,8,123,A13F14,1.5,sphere,-2.25,-2.25,-6.5,4,128,122,10/09/2019,16,22,-6.51,-15,-0.5,-0.5,,0,1.75,0
123,9,124,A13F14,1,sphere,-2.25,-3.75,-6.7,4,128,122,10/09/2019,16,22,-6.51,-15,-0.5,-0.5,,0,1.75,0
124,10,125,A13F14,0.5,sphere,-2.25,-3.75,-6.7,4,128,122,10/09/2019,16,22,-6.51,-15,-0.5,-0.5,,0,1.75,0
125,11,126,A13F14,0.5,sphere,0.75,-0.75,-5.5,4,128,122,10/09/2019,16,22,-6.51,0,-0.5,-0.5,,0,0,1
126,12,127,A13F14,0.5,sphere,-3.75,-0.75,-6.7,4,128,122,10/09/2019,16,22,-6.51,0,-0.5,-0.5,,0,0,0
127,13,128,A13,,,,,,,,122,10/09/2019,16,22,-6.51,,-0.5,-0.5,,,,
128,1,129,,,,,,,,,,10/09/2019,17,22,-6.51,,,,,,,
129,2,130,A13F14,1.5,sphere,0.75,-0.75,-5.5,4,134,129,10/09/2019,17,22,-6.51,180,0.5,0,,0,0,1
130,3,131,A13F14,1.5,sphere,2.25,-2.25,-6.5,4,134,129,10/09/2019,17,22,-6.51,195,0.5,0,,0,1.5,0
131,4,132,A13F14,1,sphere,2.25,-2.25,-6.7,4,134,129,10/09/2019,17,22,-6.51,195,0.5,0,,0,1.5,0
132,5,133,A13F14,1,sphere,-0.75,3.75,-5.5,4,134,129,10/09/2019,17,22,-6.51,195,0.5,0,,0,1.5,1
133,6,134,A13,,,,,,,,129,10/09/2019,17,22,-6.51,,0.5,0,,,,
134,1,135,A11F4,,,,,,4,,139,17/09/2019,18,22,-6.51,0,0,0,,0,0,
135,2,136,A11F4,,,,,,4,,139,17/09/2019,18,22,-6.51,15,0.5,0,,0,0,
136,3,137,A11F4,,,,,,4,,139,17/09/2019,18,22,-6.51,-15,0,0.5,,0,-0.5,
137,4,138,A11F4,,,,,,4,,139,17/09/2019,18,22,-6.51,180,-0.5,0,,0,-1,
138,5,139,,,,,,,,,,17/09/2019,18,22,-6.51,,,,,,,
139,6,140,A14F4,,,,,,2,,139,17/09/2019,18,22,-6.51,0,0,0,,0,0,
140,7,141,A14F4,,,,,,2,,139,17/09/2019,18,22,-6.51,15,0.5,-0.5,,0,0,
141,8,142,A14F4,,,,,,2,,139,17/09/2019,18,22,-6.51,-30,0,0.5,,0,0,
142,9,143,A14F4,,,,,,2,,139,17/09/2019,18,22,-6.51,180,0,0.5,,-1,-1,
143,1,144,A13F4,,,,,,3,,148,17/09/2019,19,22,-6.51,0,0,0,,0,0,
144,2,145,A13F4,,,,,,3,,148,17/09/2019,19,22,-6.51,15,0.5,0.5,,0,0,
145,3,146,A13F4,,,,,,3,,148,17/09/2019,19,22,-6.51,-15,0,0,,0,1,
146,4,147,A13F4,,,,,,3,,148,17/09/2019,19,22,-6.51,30,0.5,-0.5,,0,0,
147,5,148,,,,,,,,,,17/09/2019,19,22,-6.51,,,,,,,
148,6,149,A13F4,,,,,,3,,148,17/09/2019,19,22,-6.51,180,0,0,,-0.5,0,
149,7,150,A13F4,,,,,,3,,148,17/09/2019,19,22,-6.51,195,0,0.5,,0,0,
150,8,151,A13F4,,,,,,3,,148,17/09/2019,19,22,-6.51,210,0,-0.5,,0,0,
151,1,152,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,0,,0,0,
152,2,153,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,0,,0,0.5,
153,3,154,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,-1,,0,0,
154,4,155,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,1,,0,0,
155,5,156,,,,,,,,,,17/09/2019,20,21,-6.51,,,,,,,
156,6,157,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,1,0,,0,0,
157,7,158,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,-1,0,,0,0,
158,8,159,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,1,-1,,0,0,
159,9,160,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,-1,1,,0,0,
160,10,161,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0.5,0.5,,0,0,
161,1,162,A11F4,1.5,sphere,0,1.25,-3.2,4,166,167,17/09/2019,21,21,-6.51,0,0,0,,0,0,1
162,2,163,A11F4,1.5,sphere,0.75,-3.5,-6.5,4,166,167,17/09/2019,21,21,-6.51,0,0,0,,0,1,0
163,3,164,A11F4,1,sphere,0.75,-3.75,-6.7,4,166,167,17/09/2019,21,21,-6.51,15,0,0,,0,1,0
164,4,165,A11F4,0.5,sphere,0.75,-3.75,-6.7,4,166,167,17/09/2019,21,21,-6.51,,0,0,,0,1,0
165,5,166,A11,,,,,,,,167,17/09/2019,21,21,-6.51,,0,0,,,,
166,6,167,,,,,,,,,,17/09/2019,21,21,-6.51,,,,,,,
167,1,168,A14F4,1.5,sphere,2.25,-2.25,-6.5,2,172,173,19/09/2019,22,22,-6.51,0,0,0,,-1,0,
168,2,169,A14F4,1,sphere,2.25,-3.75,-6.7,2,172,173,19/09/2019,22,22,-6.51,0,0,0,,0,1,
169,3,170,A14F4,1,sphere,2.25,-0.75,-6.7,2,172,173,19/09/2019,22,22,-6.51,15,0,0,,0,0,
170,4,171,A14F4,0.5,sphere,-2.25,-0.75,-6.7,2,172,173,19/09/2019,22,22,-6.51,195,0,0,,0,0,
171,5,172,A14,,,,,,,,173,19/09/2019,22,22,-6.51,,0,0,,,,
172,6,173,,,,,,,,,,19/09/2019,22,22,-6.51,,,,,,,
173,1,174,A11F11,1.5,sphere,0.75,-3.75,-6.5,3,177,178,20/09/2019,23,21,-6.51,0,0.5,0,,-0.5,1,0
174,2,175,A11F11,1,sphere,0.75,-3.75,-6.7,3,177,178,20/09/2019,23,21,-6.51,0,0.5,0,,-0.5,1,0
175,3,176,A11F11,1,sphere,-0.75,-3.75,-6.7,3,177,178,20/09/2019,23,21,-6.51,-45,0.5,0,,0,0,0
176,4,177,A11,,,,,,,,178,20/09/2019,23,21,-6.51,,0.5,0,,,,
177,5,178,,,,,,,,,,20/09/2019,23,21,-6.51,,,,,,,
178,6,179,A11F11,0.5,sphere,-2.25,-2.25,-6.7,3,182,178,20/09/2019,23,21,-6.51,180,0,0.5,,0,1,
179,7,180,A11F11,0.5,sphere,0.75,-3.75,-6.7,3,182,178,20/09/2019,23,21,-6.51,195,0,0.5,,0,0,
180,8,181,A11F11,0.5,sphere,2.25,-2.25,-6.7,3,182,178,20/09/2019,23,21,-6.51,210,0,0.5,,0,0,
181,9,182,A11,,,,,,,,178,20/09/2019,23,21,-6.51,,0,0.5,,,,
182,1,183,A2F1,1.5,sphere,-2.25,2.25,-6.5,1,186,187,27/09/2019,24,22,-6.51,0,0,0,,0,0,0
183,2,184,A2F1,1,sphere,-2.25,2.25,-6.7,1,186,187,27/09/2019,24,22,-6.51,0,0,0,,0,0,0
184,3,185,A2F1,0.5,sphere,-2.25,2.25,-6.7,1,186,187,27/09/2019,24,22,-6.51,0,0,0,,0,0,0
185,4,186,A2,,,,,,,,187,27/09/2019,24,22,-6.51,,0,0,,,,
186,5,187,,,,,,,,,,27/09/2019,24,22,-6.51,,,,,,,
187,1,188,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,0,0,0,,0,0,
188,2,189,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,45,0,0.5,,0,0,
189,3,190,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,90,0,0,,-2,-1,
190,4,191,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,-45,0.5,0,,0,1.5,
191,5,192,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,-90,0,-0.5,,0,2,
192,6,193,,,,,,,,,,27/09/2019,25,22,-6.51,,,,,,,
193,7,194,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,0,-0.5,0,,0,0,
194,8,195,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,180,0.5,0,,-0.5,-1,
195,9,196,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,210,0,1,,0,0,
196,10,197,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,165,0.5,0.5,,0,0,
197,11,198,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,15,-0.5,-0.5,,0,0,
198,1,199,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,30,0,0,,-2,0,
199,2,200,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,-30,0.5,0,,0,1,
200,3,201,,,,,,,,,,27/09/2019,26,22,-6.51,,,,,,,
201,4,202,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,180,0,0,,0,0,
202,5,203,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,-15,0,1,,0,0,
203,1,204,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,0,0,0,,0,0,
204,2,205,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,30,-0.5,0.5,,0,0,
205,3,206,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,45,-0.5,0.5,,0,-1,
206,4,207,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,-15,0,0.5,,0,0,
207,5,208,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,-45,0,-1,,0,0,
208,6,209,,,,,,,,,,29/09/2019,27,22,-6.51,,,,,,,
209,7,210,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,-90,0.5,0,,0,1,
210,8,211,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,90,0,0,,1,0,
211,9,212,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,105,0,0,,-1,0,
212,10,213,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,120,0,-0.5,,0.5,0,
213,11,214,A11F1,,,,,,1,,209,29/09/2019,27,22,-6.51,180,0,-0.5,,0.5,0.5,
214,1,215,A11F1,,,,,,1,,217,29/09/2019,28,22,-6.51,0,-0.5,-0.5,,0,1,
215,2,216,A11F1,,,,,,1,,217,29/09/2019,28,22,-6.51,-30,-0.5,-0.5,,0,-1,
216,3,217,,,,,,,,,,29/09/2019,28,22,-6.51,,,,,,,
217,4,218,A11F1,,,,,,1,,217,29/09/2019,28,22,-6.51,195,0,0,,0,0,
218,5,219,A11F1,,,,,,1,,217,29/09/2019,28,22,-6.51,210,-1,0,,0,1,
219,1,220,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,0,0,0,,0,0,
220,2,221,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,15,0,0,,0,-2,
221,3,222,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,45,0,-1,,0,0,
222,4,223,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,90,0,0,,-1,0,
223,5,224,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,75,1,0,,-1,0,
224,6,225,,,,,,,,,,29/09/2019,29,22,-6.51,,,,,,,
225,7,226,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,-15,-1,0,,0,0,
226,8,227,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,-30,-1,0,,1,1,
227,9,228,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,-45,0,0,,-1,-2,
228,10,229,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,-90,1,-1,,0,0,
229,11,230,A13F1,,,,,,1,,225,29/09/2019,29,22,-6.51,-120,0,0,,0,2,
230,1,231,A13F1,,,,,,1,,233,29/09/2019,30,22,-6.51,180,0,0,,0,-0.5,
231,2,232,A13F1,,,,,,1,,233,29/09/2019,30,22,-6.51,195,0.5,0,,0.5,0,
232,3,233,,,,,,,,,,29/09/2019,30,22,-6.51,,,,,,,
233,4,234,A13F1,,,,,,1,,233,29/09/2019,30,22,-6.51,165,0,-0.5,,0.5,0,
234,5,235,A13F1,,,,,,1,,233,29/09/2019,30,22,-6.51,30,0,0,,0,0,
235,1,236,A15F1,,,,,,1,,240,29/09/2019,31,22,-6.51,0,0,0,,0,0,
236,2,237,A15F1,,,,,,1,,240,29/09/2019,31,22,-6.51,15,0,-0.5,,0,2,
237,3,238,A15F1,,,,,,1,,240,29/09/2019,31,22,-6.51,90,0,-0.5,,1,0,
238,4,239,A15F1,,,,,,1,,240,29/09/2019,31,22,-6.51,-45,0,0,,0.5,0.5,
239,5,240,,,,,,,,,,29/09/2019,31,22,-6.51,,,,,,,
240,6,241,A15F1,,,,,,1,,240,29/09/2019,31,22,-6.51,180,0,0,,0,-1.5,
241,7,242,A15F1,,,,,,1,,240,29/09/2019,31,22,-6.51,195,0,0,,0,1,
242,8,243,A15F1,,,,,,1,,240,29/09/2019,31,22,-6.51,-90,0.5,-0.5,,0,0,
243,1,244,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,0,0,0,,0,0,
244,2,245,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,15,0,-0.5,,0,0,
245,3,246,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,-15,0,0.5,,0,0,
246,4,247,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,30,-0.5,0,,0,0,
247,5,248,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,-30,0.5,0,,0,0,
248,6,249,,,,,,,,,,22/10/2019,32,22,-6.51,,,,,,,
249,7,250,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,45,0,0,,0,0,
250,8,251,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,-45,0,-0.5,,0,0,
251,9,252,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,90,0,-0.5,,0,0,
252,10,253,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,-90,-0.5,0,,0,0,
253,11,254,A15F14,,,,,,3,,249,22/10/2019,32,22,-6.51,180,0,0,,0,0,
254,1,255,A15F14,,,,,,3,,257,22/10/2019,33,22,-6.51,195,0.5,0.5,,0,0,
255,2,256,A15F14,,,,,,3,,257,22/10/2019,33,22,-6.51,165,-0.5,-0.5,,0,0,
256,3,257,,,,,,,,,,22/10/2019,33,22,-6.51,,,,,,,
257,4,258,A15F14,,,,,,3,,257,22/10/2019,33,22,-6.51,150,0,0,,0,0,
258,5,259,A15F14,,,,,,3,,257,22/10/2019,33,22,-6.51,210,0,1,,0,0,
259,1,260,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,0,0,0,,0,0,
260,2,261,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,15,-0.5,0,,0,0,
261,3,262,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,-15,0.5,0,,0,0,
262,4,263,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,-30,0,-0.25,,0,0,
263,5,264,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,30,0,-0.25,,0,0,
